m	inst	e_common	e_prod	e_idle	e_shutdown	e_total	Sec	limit	gap	bin
CP2	sfjs01	330	485.2	0	0	815.2	0.268	600	0.0001
CP2	sfjs02	535	827.2	0	0	1362.2	0.253	600	0.0001
CP2	sfjs03	1105	1701.2	0	0	2806.2	0.276	600	0.0001
CP2	sfjs04	1775	2785.3	0	0	4560.3	0.281	600	0.0001
CP2	sfjs05	595	810.4	0	0	1405.4	0.297	600	0.0001
CP2	sfjs06	1750	2554.6	0	0	4304.600000001	0.294	600	0.0001
CP2	sfjs07	2035	3221	0	0	5256	0.264	600	0.00001
CP2	sfjs08	1280	2149.7	0	0	3429.7	0.346	600	0.0001
CP2	sfjs09	1100	1748	0	0	2848	0.413	600	0.0001
CP2	sfjs10	2580	6267	0	30	8877.000000001	0.361	600	0.0001
CP2	mfjs01	2475	6905.7	0	0	9380.7	600.078	600	0.051018476
CP2	mfjs02	2345	6267	0	30	8642	600.031	600	0.049974786
CP2	mfjs03	2765	7987.8	0	10	10762.8	600.037	600	0.073484569
CP2	mfjs04	2905	10103.6	0	30	13038.6	600.072	600	0.066013359
CP2	mfjs05	2945	9655.1	0	0	12600.1	600.058	600	0.094615005
CP2	mfjs06	3370	11590.1	0	0	14960.1	600.063	600	0.021834502
CP2	mfjs07	4620	15922.1	0	0	20542.1	600.036	600	0.068867899
CP2	mfjs08	5295	18458.8	0	10	23763.8	600.055	600	0.076953995
CP2	mfjs09	5930	23828.1	30	0	29788.1	600.043	600	0.091011873
CP2	mfjs10	6490	27920.7	0	0	34410.7	600.067	600	0.085189049
