nbProcess = 3;
nbJobs = 20;
nbMchs = 20;
Process1 =  [3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3];
pidle =  [1 3 3 3 3 1 2 1 3 2 2 1 1 2 1 1 1 2 2 1];
EnergyS =  [10 10 30 30 10 60 30 60 10 10 10 60 30 60 60 30 30 60 30 60];
TB =  [8 12 16 12 16 12 16 12 12 16 16 16 8 12 16 12 12 16 8 16];
x =  [[[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 0 0]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 0 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]]
         [[0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 0 0]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 0 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]]
         [[0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 0 0]
             [0 1 1]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 0 0]
             [0 1 0]
             [0 1 1]
             [0 1 0]]
         [[0 1 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
