nbProcess = 3;
nbJobs = 10;
nbMchs = 20;
Process1 =  [3 3 3 3 3 3 3 3 3 3];
pidle =  [2 3 2 3 1 1 1 2 1 1 2 1 3 2 3 2 2 1 3 1];
EnergyS =  [30 60 10 30 60 60 60 10 10 30 60 60 30 10 30 60 60 60 30 30];
TB =  [12 8 12 8 16 12 12 8 16 16 16 12 16 8 12 12 8 8 16 16];
x =  [[[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]
             [1 0 0]]
         [[0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]]
         [[0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]]
         [[0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]]
         [[0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]]
         [[0 1 1]
             [0 0 1]
             [0 0 0]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 0 0]]
         [[0 1 1]
             [0 0 1]
             [0 0 0]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 0 0]]
         [[0 1 1]
             [0 0 1]
             [0 0 0]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 0 0]]
         [[0 1 1]
             [0 0 1]
             [0 0 0]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 0 0]]
         [[0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 0 0]]
         [[0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 0 0]]
         [[0 1 0]
             [0 0 1]
             [0 1 0]
             [0 1 1]
